aX,aY,aZ,gX,gY,gZ
-0.041,-0.043,1.555,-132.568,-225.830,49.561
0.086,0.111,1.727,-118.469,-223.694,55.847
0.208,0.197,1.744,-83.801,-209.473,39.001
0.179,0.164,1.674,-52.856,-191.895,15.747
0.079,0.090,1.542,-42.053,-174.194,-3.113
0.020,-0.012,1.453,-49.255,-152.344,-16.174
-0.012,-0.104,1.385,-69.397,-125.854,-19.592
-0.018,-0.170,1.335,-88.928,-96.497,-16.418
-0.010,-0.177,1.302,-100.159,-69.153,-9.094
0.005,-0.154,1.277,-100.098,-50.171,1.526
0.005,-0.111,1.266,-88.379,-44.373,14.465
0.010,0.010,1.295,-68.787,-51.392,26.855
0.069,0.183,1.335,-41.931,-65.369,36.560
0.151,0.243,1.281,-10.376,-80.322,41.748
0.167,0.120,1.315,12.085,-93.689,43.213
0.464,0.002,2.145,-2.563,-96.252,38.147
0.300,0.354,2.125,-38.452,-81.665,13.062
0.087,0.406,1.803,-38.574,-20.020,-17.029
0.167,0.100,1.540,-14.587,59.631,-25.940
0.100,-0.027,1.136,13.733,79.651,-31.372
0.040,-0.155,0.732,35.645,51.392,-25.146
0.026,-0.231,0.474,40.955,9.705,-10.254
0.009,-0.219,0.344,19.470,-24.963,9.644
0.097,-0.202,0.411,-11.108,-41.504,29.114
0.188,-0.259,0.649,-26.306,-44.250,37.903
0.187,-0.258,0.920,-28.687,-42.053,33.447
0.192,-0.118,1.171,-34.668,-35.217,23.926
0.224,0.019,1.366,-40.527,-22.278,16.968
0.242,0.084,1.449,-35.217,-6.531,12.878
0.224,0.112,1.383,-16.907,5.676,8.179
0.193,0.107,1.223,5.371,12.024,4.333
0.148,0.105,1.002,20.996,11.963,3.967
0.154,0.004,0.890,23.804,9.583,8.484
0.169,-0.065,0.830,15.259,1.221,11.169
0.195,-0.086,0.841,4.944,-9.338,11.292
0.203,-0.090,0.886,-1.465,-18.066,11.169
0.210,-0.071,0.956,-4.211,-21.057,10.071
0.227,-0.033,1.030,-5.249,-17.090,9.216
0.240,-0.004,1.076,-5.310,-9.521,8.789
0.249,0.011,1.083,-3.601,-2.625,7.812
0.254,0.025,1.058,-1.282,2.686,6.165
0.248,0.020,1.017,1.099,5.310,3.906
0.236,0.005,0.987,2.502,6.165,1.648
0.223,-0.010,0.971,2.319,5.493,-0.305
0.219,-0.025,0.972,0.427,2.808,-1.587
0.217,-0.024,0.986,-1.160,-0.488,-1.892
0.216,-0.017,1.001,-1.221,-3.113,-1.953
0.213,-0.014,1.006,0.000,-4.211,-1.282
0.206,-0.015,1.010,1.282,-4.333,-0.183
0.214,-0.024,1.006,1.953,-3.906,1.282
0.212,-0.028,1.002,2.136,-3.479,2.686
0.211,-0.020,0.995,2.441,-3.174,3.357
0.206,-0.021,0.990,3.357,-3.113,3.601
0.200,-0.016,0.986,2.808,-3.235,3.906
0.210,-0.008,0.994,0.000,-3.235,4.211
0.217,-0.003,1.002,-2.808,-2.808,3.052
0.217,-0.000,1.011,-3.479,-1.404,0.854
0.210,-0.001,1.013,-2.380,0.610,-1.160
0.209,-0.004,1.017,-1.099,1.099,-1.465
0.210,-0.003,1.012,0.366,0.122,-0.916
0.206,-0.010,1.002,1.953,-1.221,-0.061
0.204,-0.013,1.003,3.174,-2.014,0.610
0.202,-0.006,1.001,3.906,-2.136,1.465
0.209,0.002,0.997,4.639,-1.709,2.686
0.225,0.018,1.001,3.601,-1.343,3.784
0.241,0.025,1.001,2.258,-1.221,4.028
0.243,0.008,0.996,3.113,-0.732,2.747
0.229,-0.005,0.993,4.333,-0.366,0.427
0.214,-0.014,0.990,3.906,-0.061,-1.099
0.207,-0.018,0.989,2.930,0.793,-1.831
0.212,-0.020,0.994,1.587,0.854,-2.136
0.215,-0.024,1.001,0.122,-1.038,-2.258
0.205,-0.032,1.006,-0.183,-2.991,-2.808
0.191,-0.038,1.016,0.366,-3.540,-3.174
0.185,-0.041,1.016,0.977,-3.479,-2.869
0.187,-0.044,1.000,0.854,-2.625,-1.648
0.193,-0.040,0.994,-1.221,-1.526,0.549
0.204,-0.037,0.986,-3.052,0.000,2.136
0.211,-0.038,0.983,-2.380,1.282,2.747
0.209,-0.036,0.990,-1.770,1.892,2.930
0.208,-0.026,1.010,-2.075,2.319,3.052
0.209,-0.012,1.021,-1.770,2.930,3.113

0.666,-0.327,-0.708,-4.944,-27.527,6.470
0.677,-0.362,-0.826,0.244,-26.489,3.235
0.654,-0.328,-0.905,-2.502,-27.649,-0.854
0.657,-0.277,-0.992,-7.751,-30.701,-8.484
0.681,-0.236,-1.068,-10.315,-31.311,-19.226
0.648,-0.219,-1.205,-9.583,-36.621,-36.133
0.567,-0.246,-1.346,-8.118,-47.546,-57.251
0.518,-0.414,-1.468,-14.526,-67.139,-73.730
0.434,-0.470,-1.500,-29.419,-99.609,-83.069
0.411,-0.468,-1.407,-39.917,-134.277,-85.388
0.383,-0.470,-1.364,-35.339,-166.748,-83.008
0.340,-0.462,-1.406,-25.330,-197.876,-78.857
0.307,-0.420,-1.387,-25.208,-222.839,-71.777
0.419,-0.475,-1.258,-37.720,-240.723,-60.242
0.292,-0.343,-1.214,-55.359,-261.780,-49.561
0.315,-0.431,-1.139,-59.631,-272.766,-44.739
0.241,-0.492,-1.098,-77.576,-284.180,-34.241
0.229,-0.498,-0.979,-96.313,-297.363,-20.386
0.265,-0.408,-0.840,-108.704,-310.913,-5.188
0.306,-0.283,-0.712,-115.540,-327.942,7.568
0.336,-0.185,-0.562,-119.324,-348.511,14.954
0.421,-0.155,-0.260,-121.216,-376.831,15.991
0.373,0.194,-0.063,-121.155,-417.847,10.803
0.343,0.326,0.121,-104.553,-450.806,11.902
0.364,0.289,0.277,-79.956,-470.215,18.799
0.365,0.112,0.311,-58.716,-481.262,17.395
0.291,-0.054,0.282,-48.462,-486.145,5.005
0.128,-0.180,0.242,-58.960,-484.924,-13.916
-0.033,-0.251,0.320,-94.666,-470.032,-34.302
-0.141,-0.292,0.513,-141.785,-437.195,-49.377
-0.195,-0.223,0.809,-182.617,-393.311,-59.814
-0.219,-0.069,1.172,-204.346,-347.534,-70.801
-0.241,0.126,1.482,-209.412,-301.819,-83.740
-0.279,0.219,1.634,-198.853,-252.869,-96.985
-0.294,0.185,1.703,-182.556,-202.026,-107.300
-0.307,0.104,1.672,-172.180,-157.043,-110.168
-0.292,0.011,1.607,-166.992,-124.207,-104.004
-0.272,-0.109,1.502,-162.964,-104.187,-89.172
-0.260,-0.176,1.391,-163.025,-95.764,-67.139
-0.247,-0.208,1.318,-162.292,-94.299,-42.847
-0.250,-0.169,1.362,-160.706,-102.356,-21.240
-0.269,-0.047,1.536,-153.564,-119.019,-5.005
-0.285,0.102,1.757,-131.165,-136.780,0.671
-0.273,0.196,1.923,-95.032,-150.940,-2.502
-0.270,0.216,1.936,-52.246,-155.762,-13.428
-0.283,0.141,1.814,-14.648,-147.949,-25.696
-0.324,0.011,1.621,2.930,-131.531,-30.518
-0.402,-0.120,1.446,0.732,-106.689,-24.780
-0.414,-0.256,1.308,-13.428,-74.707,-12.634
-0.338,-0.312,1.221,-36.194,-44.189,-4.211
-0.252,-0.319,1.171,-57.434,-21.484,0.610
-0.184,-0.284,1.195,-68.970,-6.958,3.540
-0.174,-0.291,1.556,-76.721,-0.732,6.836
-0.118,-0.141,1.940,-98.083,0.488,10.559
-0.026,0.049,2.105,-93.506,3.174,12.146
-0.036,0.047,1.820,-36.621,9.460,7.935
-0.044,0.020,1.408,15.442,13.123,8.423
-0.014,-0.056,0.995,44.739,8.118,17.456
-0.021,-0.121,0.685,54.565,-1.953,26.062
-0.001,-0.166,0.502,47.546,-8.911,29.968
0.064,-0.236,0.486,24.292,-12.207,32.471
0.115,-0.283,0.622,-7.446,-16.052,32.959
0.132,-0.330,0.850,-33.752,-18.433,27.466
0.122,-0.289,1.076,-49.133,-14.465,17.212
0.133,-0.178,1.245,-53.223,-7.019,7.690
0.113,-0.092,1.299,-42.664,-2.014,0.732
0.070,-0.029,1.257,-26.611,2.258,-0.671
0.048,0.034,1.193,-11.902,7.019,3.784
0.076,0.047,1.108,2.563,10.498,10.925
0.116,0.006,0.993,12.451,9.338,17.578
0.139,-0.042,0.907,11.963,4.822,20.996
0.158,-0.064,0.892,5.310,2.075,19.287
0.190,-0.085,0.920,-2.747,2.014,14.038
0.198,-0.099,0.977,-10.498,3.052,6.897
0.173,-0.097,1.022,-14.282,4.822,-0.183
0.144,-0.087,1.055,-12.451,6.958,-4.028
0.118,-0.087,1.062,-7.263,7.507,-3.906
0.101,-0.084,1.054,-2.197,4.822,-1.709
0.097,-0.088,1.045,1.953,1.038,1.587
0.100,-0.098,1.022,5.859,-2.075,4.395
0.103,-0.098,1.001,6.470,-3.479,5.737
0.106,-0.085,1.003,3.845,-3.723,4.761
0.111,-0.072,1.010,0.366,-3.418,2.686
0.109,-0.067,1.013,-2.136,-2.502,1.099
0.113,-0.061,1.028,-5.310,-1.343,0.061
0.117,-0.064,1.037,-6.531,-0.977,-0.977
0.110,-0.072,1.026,-4.822,-1.831,-1.831
0.101,-0.081,1.014,-2.869,-2.930,-1.953
0.094,-0.089,1.005,-2.014,-3.784,-1.038
0.096,-0.082,0.998,-2.136,-4.272,0.793
0.106,-0.071,1.014,-3.357,-4.517,3.052
0.113,-0.070,1.032,-2.808,-5.127,4.333
0.110,-0.072,1.035,-0.916,-5.859,5.066
0.105,-0.069,1.044,0.549,-6.348,5.493
0.104,-0.065,1.039,2.197,-5.676,6.042
0.104,-0.056,1.015,4.395,-4.028,6.775
0.114,-0.036,1.006,4.395,-3.174,7.324
0.126,-0.034,1.016,2.869,-3.052,6.470
0.120,-0.049,1.017,3.113,-3.357,4.028
0.106,-0.052,1.012,3.723,-3.479,1.526
0.099,-0.043,1.008,2.991,-3.479,0.305
0.102,-0.044,1.021,0.244,-3.662,-0.305
0.107,-0.065,1.030,-0.427,-3.967,-0.732
0.105,-0.085,1.030,1.831,-4.272,-0.732
0.102,-0.113,1.030,4.028,-4.456,-0.732
0.090,-0.123,1.020,4.028,-5.615,-0.732
0.089,-0.121,1.018,3.235,-5.737,-0.854
0.083,-0.123,1.025,3.601,-4.456,-0.732
0.073,-0.120,1.027,5.066,-3.235,-0.549
0.066,-0.106,1.026,5.737,-2.075,-0.488
0.067,-0.085,1.021,5.066,-0.549,0.122
0.075,-0.070,1.023,3.418,0.427,0.977
0.085,-0.072,1.031,2.441,0.549,1.831
0.091,-0.076,1.033,2.563,-0.488,1.831
0.090,-0.085,1.029,3.235,-1.221,1.648
0.090,-0.094,1.025,3.418,-1.770,1.648
0.091,-0.100,1.027,2.930,-1.831,1.587
0.092,-0.101,1.018,2.686,-1.465,1.770
0.090,-0.102,1.015,2.747,0.000,2.197

0.639,-0.444,-0.680,-44.983,-57.312,26.489
0.690,-0.445,-0.805,-30.396,-74.768,28.931
0.639,-0.491,-0.910,-16.968,-83.740,27.527
0.532,-0.404,-1.063,-10.742,-91.003,18.005
0.510,-0.391,-1.185,-11.658,-93.811,13.794
0.519,-0.408,-1.250,-21.667,-97.473,11.414
0.480,-0.378,-1.291,-27.161,-104.675,7.019
0.410,-0.413,-1.349,-26.855,-118.286,4.700
0.329,-0.453,-1.460,-24.536,-135.437,4.822
0.276,-0.479,-1.566,-25.757,-151.367,9.216
0.267,-0.459,-1.575,-33.752,-166.382,17.273
0.333,-0.425,-1.479,-42.480,-180.420,26.855
0.399,-0.341,-1.419,-47.241,-198.181,33.081
0.495,-0.162,-1.321,-51.086,-220.215,34.119
0.651,-0.147,-1.129,-53.345,-247.192,29.297
0.632,0.107,-1.086,-61.646,-283.142,18.127
0.672,0.068,-0.941,-49.988,-309.021,2.197
0.629,-0.003,-0.835,-49.561,-338.135,-11.169
0.581,-0.090,-0.648,-62.317,-373.718,-25.879
0.408,0.081,-0.517,-75.623,-409.241,-41.504
0.328,0.082,-0.362,-82.703,-431.885,-43.640
0.230,0.086,-0.135,-97.168,-446.960,-33.875
0.186,0.105,0.137,-107.544,-458.191,-25.757
0.143,0.111,0.387,-113.586,-466.675,-20.142
0.031,0.056,0.645,-123.962,-461.792,-20.691
-0.062,-0.029,0.888,-154.724,-436.340,-26.367
-0.109,-0.047,1.110,-201.111,-393.005,-30.945
-0.086,-0.019,1.371,-231.934,-337.830,-33.997
-0.065,0.013,1.539,-233.032,-277.039,-38.086
0.004,-0.005,1.600,-214.539,-220.825,-40.771
-0.008,-0.088,1.512,-184.937,-177.795,-41.077
-0.017,-0.116,1.415,-161.987,-152.893,-35.950
-0.012,-0.075,1.384,-143.616,-144.470,-24.536
-0.020,-0.026,1.378,-118.896,-149.414,-9.949
-0.038,-0.036,1.339,-94.177,-165.588,4.883
-0.075,-0.062,1.265,-78.796,-187.683,19.531
-0.119,-0.096,1.245,-76.111,-204.529,35.706
-0.140,-0.007,1.409,-84.045,-206.848,48.340
-0.040,0.140,1.652,-85.510,-189.026,47.424
0.071,0.190,1.779,-72.754,-158.936,34.424
0.081,0.120,1.751,-54.810,-128.906,16.113
0.055,-0.006,1.656,-40.283,-103.210,-2.747
0.001,-0.102,1.533,-32.654,-86.060,-14.832
-0.048,-0.165,1.410,-29.968,-79.956,-17.395
-0.069,-0.209,1.301,-32.837,-83.435,-11.292
-0.077,-0.230,1.200,-36.377,-91.370,0.305
-0.062,-0.236,1.118,-35.950,-99.121,14.282
-0.029,-0.185,1.089,-34.973,-105.469,27.954
0.030,-0.080,1.139,-33.020,-110.352,38.635
0.107,0.053,1.226,-25.818,-113.953,42.603
0.180,0.137,1.272,-12.695,-114.807,38.330
0.198,0.148,1.245,0.610,-111.877,28.992
0.164,0.082,1.154,7.935,-104.614,18.188
0.094,0.004,1.057,3.845,-93.262,8.850
0.049,-0.045,1.002,-9.521,-76.538,3.235
0.045,-0.065,1.005,-25.757,-57.739,1.038
0.023,-0.125,1.352,-42.053,-41.504,0.366
0.101,0.013,1.951,-77.698,-21.729,-2.380
0.248,0.274,2.199,-94.604,8.728,-10.498
0.200,0.190,1.931,-46.143,39.001,-22.156
0.069,0.048,1.469,6.958,49.377,-25.146
-0.041,-0.030,1.040,33.813,38.635,-18.799
-0.084,-0.087,0.713,52.063,17.761,-8.789
-0.075,-0.113,0.531,52.856,-5.188,5.249
-0.006,-0.137,0.509,23.499,-22.522,20.569
0.066,-0.141,0.550,-16.846,-31.189,30.945
0.132,-0.168,0.678,-41.748,-29.175,33.203
0.157,-0.175,0.884,-48.279,-19.897,28.320
0.166,-0.122,1.111,-49.255,-11.963,20.081
0.193,-0.018,1.289,-49.622,-10.071,10.864
0.188,0.078,1.377,-44.006,-11.475,3.601
0.173,0.122,1.352,-27.588,-8.850,-0.977
0.149,0.130,1.255,-5.371,-3.296,-2.686
0.118,0.104,1.115,14.038,0.488,-1.648
0.111,0.055,0.960,24.597,2.380,0.793
0.125,-0.005,0.858,24.414,3.662,3.174
0.135,-0.057,0.833,15.869,3.479,4.028
0.145,-0.085,0.862,4.639,1.221,2.258
0.143,-0.080,0.927,-4.761,-1.831,-0.916
0.134,-0.063,1.004,-10.681,-3.296,-3.174
0.130,-0.045,1.079,-13.123,-2.991,-3.784
0.128,-0.025,1.129,-11.780,-1.587,-3.479
0.125,-0.019,1.132,-6.226,0.244,-2.991
0.120,-0.022,1.103,0.977,1.831,-1.953
0.119,-0.029,1.054,8.179,2.625,-0.732
0.122,-0.029,1.001,12.695,2.014,0.427
0.123,-0.023,0.971,12.756,0.549,1.038
0.123,-0.025,0.975,11.108,-0.732,1.282
0.122,-0.036,0.995,9.155,-1.221,1.282
0.117,-0.037,1.001,6.775,-0.427,0.916
0.125,-0.018,1.005,2.136,0.916,0.305
0.146,-0.001,1.011,-3.662,2.747,-0.366
0.154,-0.004,1.016,-6.287,4.150,-2.258
0.144,-0.018,1.020,-5.615,4.089,-4.028
0.127,-0.028,1.024,-3.479,3.113,-5.676
0.111,-0.036,1.028,-1.770,2.136,-5.371
0.108,-0.041,1.023,-0.610,1.770,-3.540
0.117,-0.042,1.016,1.038,2.258,-1.160
0.129,-0.034,1.011,1.831,2.563,1.648
0.137,-0.023,1.016,3.052,2.869,3.235
0.142,-0.016,1.023,4.883,3.296,4.395
0.147,-0.014,1.025,6.226,3.601,4.944
0.157,0.004,1.011,6.531,4.211,5.615
0.173,0.033,0.994,5.127,5.249,5.676
0.192,0.050,0.993,1.709,5.554,4.700
0.209,0.036,0.999,-0.916,5.005,2.441
0.203,0.005,1.000,-0.916,3.418,-1.099
0.181,-0.016,1.005,0.305,1.953,-3.723
0.159,-0.035,1.010,0.793,1.038,-4.700
0.148,-0.041,1.010,0.549,1.099,-4.333
0.151,-0.030,1.006,0.671,1.831,-3.296
0.155,-0.019,1.006,1.465,1.770,-2.441
0.156,-0.021,1.012,2.258,0.061,-1.526
0.155,-0.027,1.022,3.296,-2.258,-1.221
0.150,-0.033,1.023,4.272,-3.540,-1.465
0.143,-0.031,1.015,4.883,-3.845,-1.343
0.147,-0.024,1.003,4.517,-3.052,-0.732
0.151,-0.023,1.000,3.479,-2.014,-0.488
0.149,-0.029,1.002,2.502,-1.160,-0.732

0.758,-0.380,-0.544,-52.673,-25.574,16.663
0.744,-0.368,-0.578,-40.466,-24.231,16.174
0.702,-0.332,-0.641,-29.724,-22.034,16.357
0.675,-0.311,-0.706,-24.170,-22.949,13.428
0.647,-0.284,-0.860,-19.836,-23.987,9.399
0.650,-0.299,-1.082,-18.372,-24.902,6.287
0.633,-0.279,-1.296,-24.658,-29.175,2.930
0.626,-0.238,-1.491,-35.889,-38.269,-2.136
0.638,-0.216,-1.584,-44.983,-53.650,-12.268
0.613,-0.234,-1.613,-43.884,-77.393,-28.503
0.495,-0.284,-1.671,-36.316,-109.985,-44.922
0.392,-0.379,-1.691,-33.264,-143.066,-53.284
0.360,-0.461,-1.631,-35.767,-170.105,-51.453
0.373,-0.511,-1.553,-41.077,-193.481,-45.776
0.393,-0.527,-1.478,-45.044,-218.445,-40.710
0.374,-0.486,-1.353,-51.025,-246.460,-36.743
0.363,-0.399,-1.203,-53.894,-275.696,-32.898
0.360,-0.312,-1.071,-54.993,-309.814,-28.137
0.483,-0.254,-0.926,-59.387,-352.051,-22.766
0.441,-0.161,-0.830,-56.519,-392.578,-21.545
0.380,-0.091,-0.759,-57.129,-431.519,-25.574
0.318,-0.058,-0.660,-62.744,-466.187,-27.893
0.211,-0.063,-0.547,-74.341,-496.887,-23.865
0.134,-0.115,-0.391,-86.487,-522.827,-16.968
-0.012,-0.055,-0.188,-98.450,-545.898,-10.193
-0.105,0.023,0.139,-93.506,-559.143,-9.216
-0.191,0.050,0.454,-67.383,-559.204,-17.029
-0.264,0.119,0.692,-49.927,-547.791,-28.625
-0.275,0.100,0.880,-46.448,-522.827,-40.588
-0.306,0.046,1.024,-61.218,-491.089,-53.040
-0.311,-0.026,1.180,-95.032,-453.003,-65.369
-0.355,-0.036,1.307,-137.939,-407.288,-77.637
-0.411,-0.033,1.426,-179.504,-350.159,-88.928
-0.466,-0.001,1.435,-214.355,-279.358,-98.145
-0.397,-0.053,1.558,-232.788,-194.397,-102.600
-0.380,-0.144,1.526,-238.220,-119.507,-102.234
-0.370,-0.149,1.525,-237.183,-59.875,-96.680
-0.339,-0.087,1.562,-218.079,-16.541,-88.196
-0.315,-0.022,1.605,-178.833,1.831,-77.209
-0.282,0.034,1.633,-138.123,-5.493,-59.448
-0.256,0.088,1.609,-102.844,-32.288,-37.048
-0.216,0.045,1.523,-73.364,-69.702,-13.062
-0.176,0.016,1.442,-56.152,-105.591,7.019
-0.171,0.016,1.401,-51.270,-129.395,21.423
-0.171,-0.036,1.391,-58.655,-136.902,29.175
-0.139,-0.113,1.404,-70.862,-126.465,24.658
-0.111,-0.029,1.453,-73.181,-100.342,5.432
-0.112,0.018,1.494,-60.974,-66.833,-9.644
-0.125,-0.054,1.489,-47.424,-38.269,-12.634
-0.133,-0.047,1.438,-41.504,-24.414,-18.799
-0.128,-0.066,1.366,-42.480,-23.132,-20.142
-0.111,-0.059,1.294,-45.532,-29.053,-16.174
-0.111,-0.049,1.235,-45.898,-38.513,-6.897
-0.094,-0.054,1.182,-42.542,-48.462,5.127
-0.062,-0.075,1.126,-35.217,-57.190,15.869
-0.013,-0.094,1.092,-25.818,-63.416,22.888
0.019,-0.071,1.091,-16.418,-67.261,25.391
0.048,-0.012,1.111,-7.507,-69.641,24.536
0.074,0.045,1.106,1.892,-70.129,21.606
0.063,-0.003,1.163,10.620,-67.261,17.761
0.031,-0.052,1.674,-1.465,-58.105,12.878
0.109,0.195,2.092,-40.161,-36.499,5.188
0.175,0.290,2.020,-31.616,-0.854,-6.897
0.127,0.095,1.514,16.602,33.386,-16.357
-0.005,-0.046,0.984,49.744,47.119,-15.747
-0.085,-0.084,0.613,61.157,41.809,-7.812
-0.097,-0.147,0.433,60.242,25.269,3.296
-0.068,-0.206,0.414,40.344,5.859,15.991
-0.004,-0.247,0.521,5.432,-12.268,26.855
0.025,-0.277,0.726,-27.405,-26.001,33.997
0.063,-0.268,1.016,-46.448,-28.381,34.241
0.101,-0.153,1.284,-49.683,-20.996,28.809
0.128,-0.062,1.436,-37.292,-9.521,23.071
0.108,0.005,1.430,-17.212,0.916,20.020
0.083,0.066,1.320,1.709,9.583,19.226
0.073,0.089,1.156,18.738,14.832,20.142
0.055,0.073,1.003,31.555,14.648,23.193
0.053,0.024,0.889,36.316,9.705,26.489
0.085,-0.008,0.834,34.119,3.479,26.123
0.113,-0.069,0.847,26.611,-2.075,25.330
0.135,-0.131,0.910,14.648,-4.822,23.376
0.146,-0.162,0.988,3.296,-4.333,17.090
0.142,-0.166,1.045,-4.517,-1.038,7.935
0.117,-0.135,1.085,-8.545,5.005,-0.183
0.082,-0.092,1.104,-7.996,11.047,-4.944
0.057,-0.060,1.085,-2.563,13.916,-6.653
0.052,-0.045,1.043,3.784,12.085,-4.944
0.056,-0.045,1.011,6.470,7.629,-0.366
0.066,-0.067,0.997,5.859,3.052,4.883
0.089,-0.090,0.993,4.700,-0.244,7.446
0.108,-0.095,1.002,3.357,-1.282,6.653
0.107,-0.086,1.008,2.197,-0.427,3.906
0.098,-0.063,1.013,0.427,1.099,1.221
0.093,-0.046,1.022,-1.892,1.953,-0.244
0.092,-0.049,1.028,-3.723,1.160,-0.122
0.089,-0.062,1.026,-3.601,-0.183,0.427
0.083,-0.074,1.025,-1.587,-1.465,1.526
0.083,-0.074,1.024,0.793,-2.014,2.441
0.090,-0.070,1.015,2.380,-2.258,2.625
0.094,-0.068,1.007,2.441,-2.319,2.625
0.093,-0.073,1.009,0.854,-1.953,2.625
0.092,-0.074,1.007,-0.244,-0.977,2.441
0.099,-0.059,1.011,-1.892,0.061,2.380
0.115,-0.045,1.022,-2.197,0.610,2.075
0.122,-0.041,1.025,-0.916,-0.183,1.526
0.117,-0.048,1.025,1.099,-0.854,0.793
0.106,-0.059,1.025,2.625,-1.404,0.183
0.096,-0.056,1.020,2.625,-1.648,-0.427
0.095,-0.050,1.019,1.038,-1.343,-1.099
0.104,-0.063,1.024,0.366,-0.977,-0.977
0.100,-0.074,1.024,0.793,-1.343,-1.099
0.091,-0.083,1.023,1.465,-2.258,-2.075
0.086,-0.094,1.027,1.404,-2.686,-2.747
0.081,-0.100,1.022,0.549,-2.625,-2.319
0.077,-0.094,1.015,-0.061,-1.709,-1.221
0.082,-0.083,1.015,-0.488,-0.671,-0.061
0.089,-0.081,1.014,-0.366,-0.488,1.038
0.094,-0.084,1.009,0.366,-1.221,2.075
0.098,-0.093,1.010,0.427,-2.075,2.136

0.741,-0.436,-0.491,-33.875,-13.306,-8.972
0.753,-0.461,-0.486,-28.259,-8.423,-9.338
0.717,-0.402,-0.524,-24.353,-6.348,-12.085
0.683,-0.402,-0.596,-23.987,-7.507,-16.785
0.646,-0.413,-0.695,-24.719,-3.967,-19.714
0.587,-0.443,-0.833,-34.180,-1.465,-22.278
0.579,-0.448,-0.879,-38.574,6.104,-24.536
0.583,-0.448,-0.964,-39.063,10.437,-26.245
0.594,-0.474,-1.080,-31.372,11.047,-30.823
0.557,-0.508,-1.203,-22.278,6.042,-35.645
0.492,-0.524,-1.328,-15.930,-6.653,-36.377
0.452,-0.536,-1.406,-14.343,-26.306,-30.090
0.448,-0.481,-1.433,-15.381,-49.988,-20.264
0.452,-0.425,-1.466,-18.311,-72.998,-13.916
0.430,-0.337,-1.375,-22.644,-91.370,-14.038
0.432,-0.342,-1.299,-28.198,-108.521,-16.357
0.448,-0.383,-1.242,-33.813,-128.906,-17.822
0.435,-0.428,-1.188,-41.931,-149.475,-20.264
0.403,-0.460,-1.126,-57.556,-168.945,-21.729
0.426,-0.429,-1.041,-75.012,-182.861,-22.339
0.437,-0.430,-0.932,-82.581,-187.073,-20.630
0.444,-0.400,-0.829,-96.802,-196.472,-16.907
0.466,-0.378,-0.714,-106.934,-207.581,-12.573
0.499,-0.365,-0.608,-113.159,-222.717,-6.287
0.522,-0.331,-0.513,-117.676,-242.798,-0.122
0.542,-0.308,-0.428,-119.629,-265.198,5.859
0.587,-0.269,-0.356,-120.605,-289.795,11.719
0.599,-0.240,-0.293,-118.042,-317.444,15.015
0.562,-0.211,-0.245,-115.723,-347.229,14.282
0.494,-0.218,-0.168,-116.089,-375.183,11.597
0.409,-0.275,-0.070,-120.239,-397.827,9.888
0.314,-0.305,0.068,-128.845,-413.879,10.071
0.248,-0.302,0.255,-140.015,-422.119,11.292
0.262,-0.284,0.494,-152.893,-421.631,12.329
0.141,-0.159,0.718,-167.114,-410.278,10.620
0.126,-0.068,0.957,-171.875,-384.888,-1.038
0.050,-0.069,1.065,-174.561,-347.656,-17.029
-0.037,-0.103,1.115,-182.312,-295.776,-28.076
-0.071,-0.119,1.171,-189.148,-233.154,-31.372
-0.046,-0.138,1.198,-190.369,-173.340,-26.733
-0.020,-0.164,1.193,-184.998,-130.493,-14.771
0.056,-0.174,1.179,-168.518,-109.070,0.610
0.120,-0.154,1.109,-144.470,-111.023,18.066
0.148,-0.129,1.015,-118.408,-130.798,33.264
0.155,-0.077,0.942,-100.281,-157.349,44.800
0.149,-0.023,0.923,-93.140,-178.345,53.650
0.127,0.006,0.972,-94.299,-188.110,56.824
0.106,0.042,1.083,-103.088,-186.768,51.392
0.132,0.104,1.219,-112.732,-175.293,38.696
0.140,0.132,1.313,-111.511,-156.433,20.325
0.151,0.139,1.402,-96.191,-136.963,-3.357
0.092,0.115,1.410,-75.317,-129.089,-23.254
-0.010,0.114,1.344,-56.091,-130.554,-36.499
-0.105,-0.011,1.297,-41.870,-132.996,-37.415
-0.156,-0.118,1.248,-40.161,-133.728,-26.184
-0.173,-0.146,1.224,-48.279,-129.578,-14.343
-0.138,-0.155,1.256,-57.922,-117.249,-2.808
-0.068,-0.096,1.302,-62.927,-98.755,5.127
-0.014,-0.015,1.326,-62.012,-80.933,8.667
0.027,0.038,1.326,-56.335,-66.895,7.874
0.052,0.041,1.293,-46.570,-57.922,3.662
0.062,0.009,1.243,-35.400,-54.688,-1.831
0.064,-0.003,1.218,-26.367,-55.237,-6.592
0.056,-0.009,1.187,-18.250,-57.068,-10.620
0.028,-0.040,1.150,-10.986,-58.411,-13.062
0.007,-0.071,1.130,-8.362,-57.617,-12.878
0.026,-0.168,1.374,-14.282,-53.711,-10.986
0.217,-0.309,2.347,-52.185,-43.762,-13.000
0.082,0.066,2.509,-80.444,-27.161,-34.668
-0.167,0.357,2.039,-44.128,15.320,-48.279
-0.126,0.190,1.666,6.042,62.744,-34.607
-0.095,-0.051,1.204,50.110,69.153,-17.151
-0.124,-0.190,0.696,78.125,44.434,-0.122
-0.074,-0.267,0.432,89.539,19.409,18.982
0.024,-0.309,0.405,71.716,1.282,39.917
