aX,aY,aZ,gX,gY,gZ
0.129,-0.320,0.485,24.475,-17.395,52.002
0.190,-0.333,0.581,-11.780,-33.325,48.401
0.206,-0.337,0.734,-19.836,-38.574,34.058
0.223,-0.226,0.978,-21.912,-36.194,16.663
0.230,-0.079,1.210,-32.104,-32.837,3.418
0.202,0.027,1.340,-40.222,-25.635,-4.822
0.167,0.130,1.386,-35.522,-8.179,-10.681
0.143,0.154,1.310,-17.090,12.756,-14.038
0.125,0.083,1.165,3.540,27.344,-14.771
0.123,-0.010,1.027,15.442,30.273,-12.634
0.112,-0.096,0.923,20.630,23.193,-8.606
0.108,-0.187,0.865,22.583,10.193,-4.150
0.103,-0.242,0.857,18.433,-3.540,-1.038
0.105,-0.243,0.899,10.132,-12.817,1.160
0.103,-0.201,0.971,3.052,-15.259,2.563
0.117,-0.151,1.044,-0.977,-12.085,4.028
0.125,-0.095,1.096,-2.808,-6.714,4.395
0.132,-0.049,1.106,-2.197,-1.404,3.357
0.141,-0.030,1.083,0.549,3.540,1.770
0.148,-0.059,1.039,3.723,7.263,-0.366
0.139,-0.102,0.999,4.517,8.545,-2.869
0.125,-0.134,0.979,3.906,7.751,-4.700
0.111,-0.154,0.967,2.869,6.165,-5.188
0.111,-0.160,0.975,0.305,3.967,-3.723
0.118,-0.157,1.010,-2.502,1.465,-1.831
0.118,-0.151,1.032,-2.747,0.183,0.183
0.117,-0.147,1.034,-1.221,0.488,2.563
0.122,-0.131,1.025,-0.732,1.648,4.883
0.145,-0.098,1.026,-2.075,2.625,7.141
0.170,-0.076,1.028,-3.418,2.930,8.118
0.179,-0.078,1.020,-2.991,2.808,6.714
0.173,-0.090,1.004,-1.831,2.441,4.089
0.163,-0.099,0.990,-1.587,2.319,2.014
0.158,-0.097,0.982,-2.808,2.502,1.038
0.161,-0.092,1.000,-4.578,2.319,1.282
0.173,-0.090,1.025,-5.310,0.671,1.404
0.172,-0.099,1.031,-3.357,-1.831,0.610
0.164,-0.110,1.023,-0.732,-3.113,-0.305
0.164,-0.111,1.016,0.244,-2.991,-0.244
0.164,-0.109,1.010,0.000,-1.953,0.122
0.168,-0.106,1.007,0.305,-0.183,0.366
0.167,-0.108,1.004,1.587,1.282,0.366
0.158,-0.111,1.000,2.319,1.465,0.122
0.150,-0.100,0.996,1.465,1.404,0.183

0.787,-0.323,-0.495,-19.897,-16.663,8.667
0.720,-0.302,-0.545,-14.648,-10.010,2.014
0.726,-0.394,-0.588,-10.437,-2.869,-2.136
0.707,-0.365,-0.635,-14.099,-0.671,-4.944
0.714,-0.325,-0.656,-12.451,5.249,-6.348
0.741,-0.319,-0.741,-8.118,9.338,-8.789
0.749,-0.322,-0.777,-6.714,8.179,-13.184
0.720,-0.318,-0.829,-5.798,2.563,-18.860
0.682,-0.340,-0.895,-3.479,-3.967,-23.071
0.650,-0.372,-0.950,-3.906,-15.564,-24.902
0.615,-0.369,-1.013,-4.333,-26.611,-26.245
0.593,-0.388,-1.097,-5.554,-35.034,-27.893
0.563,-0.370,-1.149,-13.306,-46.448,-30.090
0.539,-0.361,-1.100,-24.780,-61.951,-32.776
0.512,-0.239,-1.150,-35.950,-82.153,-36.377
0.518,-0.210,-1.156,-37.048,-100.037,-38.391
0.510,-0.247,-1.176,-41.687,-121.826,-39.368
0.493,-0.250,-1.149,-51.025,-146.851,-41.443
0.460,-0.235,-1.108,-63.110,-176.147,-41.382
0.427,-0.237,-1.048,-77.454,-204.590,-38.147
0.409,-0.242,-0.967,-93.689,-229.980,-32.288
0.385,-0.249,-0.873,-108.215,-251.953,-24.414
0.371,-0.227,-0.776,-118.835,-270.447,-16.479
0.365,-0.190,-0.699,-130.188,-287.231,-8.911
0.360,-0.152,-0.598,-145.081,-300.903,-2.258
0.374,-0.126,-0.495,-159.485,-310.364,3.357
0.414,-0.087,-0.376,-169.373,-317.322,7.141
0.454,-0.022,-0.240,-171.753,-326.904,7.507
0.484,0.025,-0.106,-165.833,-342.896,3.418
0.510,0.069,0.032,-151.367,-364.258,-5.676
0.464,0.054,0.111,-128.235,-389.343,-19.531
0.336,0.002,0.155,-106.506,-414.368,-35.828
0.182,-0.052,0.225,-101.074,-431.580,-49.744
0.037,-0.039,0.453,-117.310,-433.411,-58.411
-0.065,0.014,0.736,-149.292,-414.612,-63.965
-0.152,0.032,0.991,-188.293,-374.084,-69.336
-0.196,0.028,1.279,-225.403,-317.200,-72.815
-0.181,0.071,1.617,-243.530,-258.850,-77.332
-0.161,0.102,1.853,-231.384,-208.862,-83.252
-0.179,0.093,1.895,-196.167,-171.570,-85.266
-0.195,0.010,1.805,-157.227,-151.733,-79.224
-0.197,-0.025,1.792,-129.395,-149.719,-65.796
-0.206,0.024,1.821,-108.337,-159.180,-50.964
-0.243,0.010,1.776,-92.773,-171.387,-41.382
-0.256,-0.043,1.721,-86.548,-177.551,-36.133
-0.283,-0.136,1.660,-81.909,-177.551,-32.776
-0.177,-0.666,2.471,-89.600,-173.279,-31.860
0.760,-1.330,4.000,-185.486,-166.809,-59.021
-0.834,0.524,3.677,-220.032,-112.610,-149.536
-1.038,0.549,2.544,-50.598,84.106,-147.461
-0.578,0.282,1.594,76.111,158.203,-68.176
-0.224,-0.024,0.924,111.450,93.079,17.029
-0.182,-0.135,0.190,106.384,5.005,76.294
-0.038,-0.338,0.005,111.267,-35.278,102.112
0.172,-0.421,0.076,95.703,-59.692,109.863
0.284,-0.473,0.212,36.011,-89.294,96.985
0.257,-0.596,0.203,-16.174,-117.249,71.350
0.169,-0.602,0.235,-33.752,-126.831,36.926
0.109,-0.517,0.494,-32.410,-116.272,7.080
0.083,-0.432,0.932,-49.561,-97.229,-5.859
0.146,-0.392,1.512,-89.233,-76.355,-6.165
0.124,-0.187,1.781,-109.009,-49.500,-12.878
0.045,0.067,1.789,-97.229,-3.967,-23.315
-0.002,0.184,1.654,-64.270,45.227,-23.437
0.038,0.209,1.364,-23.560,71.167,-15.442
0.124,0.118,1.026,5.859,65.857,-0.183
0.198,-0.030,0.819,20.935,42.236,15.320
0.224,-0.188,0.733,29.968,13.184,22.888
0.210,-0.316,0.724,32.043,-12.817,22.461
0.201,-0.382,0.773,23.621,-29.236,17.822
0.178,-0.401,0.862,8.301,-32.654,12.451
0.150,-0.374,0.982,-6.104,-24.109,7.568
0.128,-0.315,1.065,-14.954,-10.132,3.723
0.117,-0.250,1.098,-18.982,1.160,3.296
0.125,-0.177,1.112,-18.494,7.446,5.554
0.140,-0.140,1.076,-10.986,7.996,8.240
0.157,-0.151,1.045,-2.075,5.249,10.437
0.188,-0.167,1.027,4.333,0.793,10.376
0.204,-0.186,1.002,8.484,-4.333,8.362
0.199,-0.207,0.972,9.399,-8.118,5.127
0.198,-0.214,0.973,5.493,-8.728,1.587
0.192,-0.228,0.988,-0.610,-6.165,-0.793
0.172,-0.235,0.984,-4.333,-2.930,-2.441
0.150,-0.235,0.980,-5.127,0.427,-2.808
0.135,-0.235,0.979,-3.967,2.869,-2.014
0.131,-0.236,0.979,-3.357,2.747,-0.061
0.131,-0.226,0.990,-4.150,1.343,1.465
0.139,-0.205,1.006,-5.066,0.671,3.113
0.157,-0.184,1.022,-4.700,0.793,4.822
0.179,-0.162,1.025,-2.991,0.916,5.310
0.192,-0.156,1.015,-0.916,1.038,4.150
0.195,-0.165,1.004,0.122,1.465,2.197
0.201,-0.164,1.000,-0.549,1.282,-0.122
0.203,-0.163,0.995,-0.854,0.916,-2.075
0.198,-0.166,0.993,-0.916,0.366,-3.235
0.190,-0.174,0.995,-1.038,-0.061,-3.906
0.180,-0.185,0.996,-0.671,-0.183,-4.395
0.173,-0.190,0.991,0.183,-0.671,-4.517
0.169,-0.190,1.007,-0.305,-1.648,-3.967
0.168,-0.191,1.018,-0.549,-3.113,-3.479
0.158,-0.199,1.014,0.916,-3.967,-3.418
0.151,-0.205,1.008,2.747,-3.845,-3.296
0.148,-0.208,0.996,3.906,-3.113,-2.747
0.151,-0.205,0.974,4.089,-2.258,-1.343
0.163,-0.197,0.979,2.014,-1.160,0.366
0.171,-0.196,0.998,-0.732,-0.977,0.916
0.170,-0.195,1.003,-1.892,-1.343,0.305
0.163,-0.191,1.006,-1.404,-1.343,-0.671
0.151,-0.191,1.007,-0.427,-0.488,-1.282
0.144,-0.191,0.993,0.122,1.343,-1.282
0.155,-0.189,0.984,-0.122,3.601,-0.122
0.179,-0.190,1.004,-1.587,4.456,0.671
0.192,-0.190,1.012,-1.953,2.441,-0.488
0.189,-0.197,1.013,-0.244,0.061,-2.563
0.180,-0.200,1.006,1.465,-1.648,-3.418
0.171,-0.201,0.998,1.892,-1.648,-3.540
0.162,-0.203,0.988,1.770,-0.244,-3.235
0.158,-0.208,0.976,1.465,2.686,-2.319
0.169,-0.205,0.984,-0.671,4.822,-1.038

0.690,-0.483,-0.554,-34.546,-3.784,11.108
0.683,-0.491,-0.560,-32.654,-2.380,12.085
0.687,-0.501,-0.525,-27.222,-2.869,17.639
0.661,-0.466,-0.536,-24.231,-5.981,17.517
0.580,-0.434,-0.654,-14.526,-2.625,13.855
0.502,-0.447,-0.842,-5.859,2.930,9.827
0.464,-0.488,-1.084,-2.258,7.324,8.667
0.431,-0.487,-1.313,-8.667,6.531,9.827
0.424,-0.452,-1.418,-22.034,-0.916,9.460
0.400,-0.462,-1.580,-25.574,-22.217,5.920
0.315,-0.520,-1.751,-22.095,-59.753,1.831
0.238,-0.557,-1.808,-20.081,-105.042,2.319
0.199,-0.584,-1.776,-17.517,-151.306,6.897
0.175,-0.599,-1.719,-13.611,-198.181,12.634
0.138,-0.575,-1.637,-12.573,-241.699,18.555
0.131,-0.506,-1.526,-14.587,-280.029,23.621
0.170,-0.414,-1.405,-20.264,-310.608,28.137
0.161,-0.341,-1.251,-31.494,-332.642,31.860
0.165,-0.286,-1.107,-47.119,-356.934,36.377
0.245,-0.226,-0.961,-54.138,-378.784,43.213
0.289,-0.176,-0.844,-57.373,-407.166,51.331
0.333,-0.077,-0.689,-68.420,-448.303,57.495
0.325,0.023,-0.477,-73.303,-496.155,61.584
0.291,0.077,-0.222,-73.303,-544.067,63.293
0.196,0.080,0.001,-71.716,-584.106,60.364
0.066,0.021,0.194,-76.294,-600.159,49.438
-0.042,-0.005,0.366,-95.886,-577.881,30.090
-0.092,-0.017,0.591,-125.305,-522.400,7.324
-0.084,0.037,0.951,-159.363,-459.839,-12.451
-0.078,0.211,1.360,-188.660,-405.762,-33.081
-0.087,0.360,1.625,-204.285,-357.727,-56.458
-0.064,0.323,1.715,-208.618,-299.683,-81.970
-0.170,0.406,1.648,-211.792,-229.065,-104.980
-0.164,0.208,1.682,-192.566,-148.071,-114.258
-0.142,0.031,1.659,-170.349,-92.896,-106.689
-0.123,-0.061,1.587,-152.222,-78.125,-86.243
-0.132,-0.054,1.542,-126.709,-94.849,-58.167
-0.082,-0.057,1.478,-93.079,-129.028,-26.001
-0.033,-0.047,1.422,-60.425,-170.776,3.662
0.002,-0.007,1.433,-31.189,-211.670,24.536
-0.013,0.059,1.474,-10.742,-242.187,29.785
-0.064,0.107,1.535,-4.150,-252.197,20.203
-0.122,0.087,1.536,-9.583,-235.352,4.028
-0.172,-0.030,1.475,-24.353,-189.392,-14.343
-0.212,-0.109,1.437,-46.448,-124.878,-34.119
-0.218,-0.136,1.452,-67.627,-60.059,-49.438
-0.205,-0.153,1.443,-85.083,-12.634,-52.368
-0.147,-0.145,1.427,-94.666,14.038,-44.617
-0.120,-0.161,1.378,-88.379,20.508,-29.785
-0.078,-0.152,1.300,-68.237,8.118,-13.672
-0.042,-0.124,1.198,-42.847,-16.602,1.709
-0.002,-0.075,1.118,-21.057,-45.715,18.555
0.076,-0.013,1.055,-4.211,-70.007,32.166
0.132,-0.024,0.978,9.644,-86.731,37.964
0.133,-0.073,0.978,14.893,-94.666,35.950
0.154,-0.104,1.398,-14.282,-87.158,29.114
0.319,-0.031,2.132,-76.721,-62.134,16.785
0.196,0.258,2.009,-75.928,-22.583,-18.433
0.090,0.313,1.805,-44.495,34.119,-39.124
0.055,0.159,1.537,-13.306,69.580,-36.377
0.045,0.011,1.135,19.897,67.261,-28.381
0.037,-0.103,0.814,38.086,47.119,-13.428
0.065,-0.219,0.641,44.495,24.475,3.906
0.085,-0.294,0.531,40.100,-0.732,17.639
0.120,-0.302,0.496,23.132,-22.461,24.780
0.123,-0.291,0.586,-2.258,-34.180,28.259
0.174,-0.238,0.753,-23.437,-33.752,28.015
0.236,-0.140,0.960,-39.063,-26.733,24.841
0.274,-0.022,1.148,-49.805,-19.226,19.775
0.285,0.062,1.281,-47.791,-11.475,12.024
0.273,0.104,1.323,-31.494,-2.991,3.418
0.250,0.115,1.284,-12.817,4.944,-2.930
0.224,0.107,1.199,0.977,10.193,-5.188
0.218,0.062,1.094,10.925,11.536,-4.456
0.204,-0.000,0.990,18.066,8.606,-2.319
0.201,-0.068,0.912,21.973,3.967,-0.061
0.216,-0.116,0.888,22.827,-1.282,1.770
0.214,-0.130,0.905,20.203,-8.240,2.808
0.206,-0.124,0.940,14.771,-15.015,3.052
0.199,-0.107,0.990,8.240,-18.188,2.991
0.198,-0.089,1.037,3.906,-17.273,2.808
0.200,-0.061,1.063,2.747,-13.733,2.197
0.203,-0.043,1.061,4.700,-8.606,0.732
0.194,-0.046,1.033,7.324,-4.150,-1.465
0.182,-0.055,0.997,7.629,-1.526,-2.930
0.175,-0.061,0.967,5.066,0.366,-3.296
0.175,-0.072,0.971,1.526,1.587,-3.601
0.165,-0.084,0.985,0.122,1.770,-4.578
0.149,-0.088,1.004,0.427,1.282,-4.700
0.144,-0.096,1.028,0.732,0.916,-3.845
0.142,-0.109,1.025,0.732,1.160,-2.563
0.146,-0.107,1.013,0.549,2.991,0.000
0.167,-0.096,1.015,1.587,4.089,2.258
0.178,-0.085,1.017,1.892,2.380,2.808
0.181,-0.083,1.016,2.563,-0.732,2.563
0.185,-0.080,1.017,2.930,-2.808,2.625
0.184,-0.079,1.014,2.441,-3.357,2.930
0.183,-0.083,1.007,2.563,-2.380,2.991
0.184,-0.080,0.993,3.235,0.061,3.113
0.195,-0.065,0.982,2.197,2.014,3.235
0.209,-0.055,1.000,-1.587,1.831,2.808
0.211,-0.056,1.018,-3.540,0.488,0.977
0.204,-0.059,1.021,-2.441,-0.183,-0.977
0.194,-0.067,1.019,-0.854,0.244,-2.075
0.183,-0.080,1.001,0.000,1.526,-2.319
0.184,-0.086,0.982,-0.732,3.906,-1.709
0.196,-0.079,0.991,-3.479,6.042,-0.732
0.207,-0.073,1.010,-5.554,5.920,-1.038
0.206,-0.069,1.019,-5.066,3.662,-2.441
0.201,-0.071,1.021,-2.869,1.526,-3.174
0.198,-0.078,1.019,-1.465,0.000,-3.235
0.195,-0.081,1.008,-0.488,-0.244,-2.991
0.203,-0.087,1.001,2.197,0.549,-2.197
0.205,-0.087,1.006,4.639,-0.549,-1.282
0.204,-0.082,1.014,5.676,-3.662,-0.549
0.200,-0.081,1.019,6.714,-6.653,0.305
0.193,-0.080,1.015,8.179,-8.301,0.977
0.186,-0.071,0.997,8.667,-7.935,1.282
0.186,-0.067,0.984,7.263,-6.042,1.526

0.860,-0.255,-0.389,-19.226,-19.531,3.235
0.899,-0.329,-0.403,-11.108,-11.536,-1.709
0.873,-0.356,-0.429,-7.935,-6.531,-6.348
0.845,-0.369,-0.458,-8.484,-6.287,-13.794
0.804,-0.367,-0.477,-4.761,-3.235,-18.188
0.772,-0.376,-0.548,0.000,-1.770,-21.851
0.750,-0.379,-0.612,5.127,-1.343,-24.536
0.729,-0.371,-0.647,10.803,-2.930,-26.672
0.698,-0.363,-0.691,18.921,-5.127,-29.358
0.664,-0.399,-0.790,28.442,-8.484,-33.203
0.606,-0.391,-0.920,33.020,-14.771,-36.316
0.581,-0.381,-1.089,31.189,-21.912,-38.025
0.574,-0.366,-1.238,23.621,-28.320,-39.795
0.507,-0.345,-1.409,13.489,-38.025,-44.922
0.418,-0.326,-1.613,0.000,-51.270,-51.758
0.349,-0.275,-1.698,-26.611,-72.815,-55.603
0.300,-0.223,-1.758,-46.570,-102.295,-56.519
0.265,-0.254,-1.799,-50.293,-130.676,-52.429
0.215,-0.274,-1.847,-65.552,-170.776,-47.119
0.174,-0.281,-1.832,-82.397,-215.027,-39.490
0.161,-0.244,-1.744,-101.440,-260.803,-27.283
0.194,-0.201,-1.586,-122.253,-308.289,-12.573
0.286,-0.153,-1.454,-138.428,-355.103,0.488
0.258,-0.054,-1.193,-151.306,-395.935,8.545
0.256,-0.004,-0.952,-156.616,-434.448,13.123
0.297,0.069,-0.739,-155.334,-479.431,15.991
0.300,0.107,-0.563,-159.973,-528.137,15.686
0.189,0.197,-0.329,-167.603,-567.566,6.592
0.123,0.174,-0.021,-166.931,-588.013,-7.629
-0.010,0.175,0.231,-173.584,-596.924,-21.851
-0.173,0.179,0.514,-197.388,-586.853,-35.461
-0.336,0.206,0.829,-234.863,-550.537,-48.645
-0.425,0.366,1.267,-268.494,-486.511,-61.401
-0.439,0.595,1.728,-284.058,-405.884,-74.097
-0.393,0.617,2.021,-268.188,-325.073,-87.769
-0.335,0.414,2.164,-226.562,-257.019,-98.206
-0.318,0.211,2.159,-172.363,-210.083,-100.952
-0.328,0.057,1.982,-116.150,-183.044,-95.093
-0.311,-0.058,1.721,-70.129,-172.119,-79.224
-0.317,-0.170,1.469,-43.823,-174.622,-53.711
-0.321,-0.260,1.334,-44.739,-181.763,-24.963
-0.339,-0.261,1.319,-66.650,-187.134,-2.563
-0.351,-0.136,1.459,-89.539,-184.937,10.071
-0.318,0.075,1.696,-96.619,-174.622,11.169
-0.271,0.200,1.834,-81.909,-159.912,2.136
-0.257,0.156,1.790,-50.110,-142.334,-13.550
-0.268,0.025,1.664,-20.752,-122.986,-33.386
-0.308,-0.078,1.514,-7.141,-104.248,-46.936
-0.351,-0.153,1.398,-5.676,-86.060,-49.072
-0.393,-0.180,1.316,-10.437,-70.251,-40.833
-0.375,-0.277,1.239,-17.090,-59.265,-24.292
-0.337,-0.323,1.165,-20.630,-54.077,-9.949
-0.290,-0.341,1.090,-18.738,-51.331,0.183
-0.230,-0.289,1.059,-15.686,-50.171,9.277
-0.206,-0.211,1.223,-15.991,-52.551,16.846
-0.157,-0.167,1.597,-36.072,-55.237,22.705
-0.023,-0.077,2.063,-60.852,-51.025,23.743
-0.038,0.017,1.934,-33.508,-35.339,12.146
-0.087,0.070,1.592,15.320,-5.188,-0.183
-0.044,-0.026,1.313,38.025,22.583,-1.831
-0.016,-0.135,1.006,50.232,31.677,-2.502
-0.055,-0.192,0.756,55.725,30.334,-1.404
-0.031,-0.251,0.614,54.443,25.452,2.869
0.013,-0.322,0.592,43.030,14.282,9.644
0.026,-0.380,0.627,20.691,-3.052,16.052
0.038,-0.421,0.723,-1.221,-17.334,19.470
0.054,-0.398,0.883,-16.968,-23.804,19.592
0.067,-0.330,1.061,-28.259,-24.841,18.005
0.063,-0.241,1.194,-32.532,-21.606,15.259
0.063,-0.160,1.267,-28.198,-12.329,11.780
0.067,-0.113,1.255,-14.709,0.916,8.606
0.059,-0.097,1.162,-1.648,14.160,8.606
0.083,-0.102,1.079,3.601,22.156,10.803
0.110,-0.126,1.006,4.639,22.034,11.108
0.124,-0.155,0.942,5.310,16.235,9.094
0.119,-0.187,0.913,5.127,8.728,6.470
0.124,-0.221,0.929,3.723,1.770,4.761
0.118,-0.237,0.956,1.465,-3.967,4.211
0.107,-0.228,0.990,-0.366,-6.775,3.967
0.097,-0.216,1.020,-0.305,-5.310,4.333
0.091,-0.203,1.031,1.038,-1.892,5.127
0.094,-0.181,1.026,1.221,2.686,5.920
0.110,-0.166,1.029,-0.916,6.348,5.798
0.120,-0.160,1.025,-3.662,7.935,3.479
0.111,-0.163,1.019,-4.761,7.935,-1.038
0.093,-0.180,1.014,-3.723,7.996,-4.517
0.073,-0.206,1.009,-2.563,8.118,-6.470
0.060,-0.228,1.002,-2.319,8.728,-6.470
0.063,-0.235,1.000,-1.526,9.399,-4.944
0.072,-0.233,1.001,-0.488,8.179,-3.235
0.072,-0.221,1.002,-0.305,5.005,-1.648
0.074,-0.213,1.005,-0.793,1.770,0.000
0.082,-0.209,1.016,-1.099,0.671,1.282
0.084,-0.203,1.020,-0.854,1.709,2.136
0.082,-0.199,1.013,-0.061,4.211,2.747
0.081,-0.197,1.004,0.305,7.507,3.479
0.090,-0.181,1.001,-0.549,10.742,4.150
0.109,-0.165,1.000,-1.831,11.963,4.028
0.122,-0.155,1.018,-4.211,10.376,2.991
0.122,-0.156,1.031,-5.493,7.446,1.099
0.116,-0.166,1.024,-3.845,5.249,-0.305
0.113,-0.184,1.003,-2.319,4.761,-0.366
0.118,-0.185,0.997,-3.174,5.554,0.732
0.135,-0.177,1.004,-4.944,6.226,2.075
0.149,-0.170,1.008,-4.150,5.676,2.319
0.148,-0.166,1.003,-2.136,3.357,1.709
0.141,-0.170,1.001,-0.549,0.610,0.671
0.134,-0.173,1.001,-0.122,-1.221,0.122
0.135,-0.167,1.001,-0.061,-1.831,-0.244
0.135,-0.164,1.000,-0.061,-1.587,-0.793
0.137,-0.167,1.006,-1.038,-0.793,-1.648
0.131,-0.174,1.017,-2.930,-0.366,-2.747
0.120,-0.182,1.018,-2.991,-0.488,-3.540
0.108,-0.187,1.015,-1.892,-0.427,-4.333
0.096,-0.189,1.011,-1.099,-0.244,-3.967
0.095,-0.192,1.003,-0.549,0.183,-3.052
0.097,-0.196,1.000,0.061,0.610,-1.892
0.096,-0.200,0.997,0.793,0.549,-0.977
0.097,-0.199,1.000,0.549,0.793,-0.244

0.538,-0.237,-1.536,-56.824,-97.656,35.034
0.490,-0.296,-1.743,-58.472,-124.939,26.062
0.413,-0.300,-1.805,-70.618,-151.428,20.691
0.403,-0.298,-1.772,-88.745,-181.458,17.212
0.409,-0.274,-1.678,-96.375,-211.548,18.616
0.425,-0.250,-1.589,-93.994,-244.751,21.301
0.444,-0.220,-1.477,-85.571,-277.344,21.240
0.448,-0.047,-1.290,-75.134,-313.477,17.578
0.547,0.083,-1.231,-67.810,-359.680,13.428
0.626,0.195,-1.090,-69.153,-401.062,5.127
0.713,0.227,-0.923,-70.374,-433.350,-10.193
0.755,0.145,-0.723,-71.350,-464.172,-32.593
0.625,-0.011,-0.423,-71.350,-490.662,-58.594
0.322,-0.198,-0.090,-72.815,-505.981,-77.026
-0.012,-0.417,0.205,-80.078,-497.314,-79.224
-0.201,-0.511,0.508,-99.854,-451.782,-65.063
-0.322,-0.408,0.808,-136.597,-381.958,-45.715
-0.226,-0.252,1.088,-171.082,-294.250,-32.471
-0.127,-0.010,1.325,-199.890,-205.750,-19.714
0.005,0.285,1.620,-208.435,-143.738,-7.690
0.119,0.384,1.774,-183.716,-113.831,-0.977
0.190,0.207,1.473,-141.479,-119.202,3.723
0.282,0.114,1.383,-111.938,-138.367,8.301
0.332,0.041,1.383,-87.341,-166.931,14.282
0.391,-0.098,1.354,-53.894,-207.581,18.433
0.229,-0.092,1.145,-26.489,-255.066,19.287
0.072,-0.179,1.026,-13.062,-294.128,19.043
0.013,-0.297,1.022,-16.418,-313.477,19.653
-0.083,-0.289,1.109,-28.809,-316.833,21.179
-0.099,-0.243,1.303,-39.124,-313.538,25.085
-0.063,-0.200,1.472,-41.931,-305.847,14.099
-0.078,-0.062,1.539,-43.152,-296.631,-10.925
-0.150,0.036,1.556,-38.391,-276.611,-34.607
-0.214,0.008,1.502,-27.222,-241.882,-48.279
-0.286,-0.031,1.421,-18.555,-197.998,-54.260
-0.263,-0.129,1.404,-17.334,-152.649,-55.298
-0.281,-0.208,1.312,-29.236,-120.422,-54.993
-0.303,-0.238,1.277,-46.509,-94.116,-53.528
-0.293,-0.248,1.271,-58.533,-70.923,-50.110
-0.268,-0.251,1.265,-61.890,-54.382,-44.067
-0.255,-0.267,1.272,-59.509,-46.448,-34.058
-0.220,-0.300,1.614,-65.918,-43.701,-22.827
-0.075,-0.218,2.269,-93.445,-41.992,-17.029
-0.195,-0.035,2.302,-78.613,-38.940,-22.278
-0.230,0.090,1.903,-27.588,-17.029,-23.254
-0.258,0.168,1.538,10.132,15.076,-7.996
-0.131,-0.004,1.205,44.861,33.447,7.324
-0.006,-0.120,0.845,65.063,32.776,21.423
0.011,-0.188,0.677,65.613,32.104,33.081
0.092,-0.269,0.619,60.669,30.518,36.560
0.147,-0.321,0.609,48.096,17.273,33.630
0.160,-0.363,0.610,28.809,-2.686,28.381
0.169,-0.392,0.663,5.981,-19.714,20.508
0.170,-0.370,0.760,-18.677,-29.785,12.817
0.184,-0.296,0.909,-42.297,-32.898,6.348
0.184,-0.190,1.066,-57.861,-31.372,1.282
0.167,-0.116,1.214,-58.838,-25.818,-2.319
0.155,-0.064,1.293,-45.593,-16.541,-5.798
0.124,-0.012,1.304,-28.748,-6.653,-8.667
0.102,0.006,1.253,-13.672,1.282,-9.705
0.089,-0.007,1.157,-1.160,6.714,-8.179
0.102,-0.076,1.042,8.606,9.399,-4.272
0.095,-0.143,0.946,13.184,9.277,0.244
0.100,-0.188,0.906,13.367,8.362,3.906
0.111,-0.228,0.917,11.108,6.653,6.348
0.109,-0.248,0.931,7.324,3.540,7.019
0.101,-0.228,0.950,2.686,0.122,6.592
0.102,-0.195,0.979,-1.221,-1.221,6.470
0.115,-0.168,1.020,-3.845,-0.427,7.263
0.122,-0.154,1.053,-4.150,0.793,7.080
0.127,-0.151,1.064,-2.136,2.197,5.859
0.129,-0.153,1.040,0.610,4.028,4.272
0.137,-0.143,1.019,1.160,5.249,2.930
0.150,-0.136,1.022,-1.404,5.066,0.793
0.149,-0.140,1.023,-3.235,3.967,-1.892
0.139,-0.153,1.023,-2.502,3.174,-3.418
0.124,-0.164,1.014,-0.488,2.563,-4.028
0.113,-0.165,0.984,0.427,2.380,-3.479
0.118,-0.158,0.991,-1.526,2.380,-1.648
0.133,-0.155,1.016,-3.479,1.343,0.305
0.136,-0.159,1.028,-3.418,-0.793,0.854
0.133,-0.167,1.026,-0.854,-2.075,0.732
0.127,-0.167,1.015,1.892,-2.686,0.977
0.122,-0.174,1.000,2.686,-2.563,1.404
0.120,-0.181,0.997,1.953,-0.916,2.441
0.128,-0.172,0.989,1.648,2.258,3.418
0.136,-0.150,0.983,1.831,4.150,3.357
0.145,-0.136,1.000,-0.122,3.540,1.953
0.151,-0.134,1.020,-2.441,1.770,0.183
0.143,-0.139,1.030,-2.808,0.427,-1.648
0.132,-0.146,1.026,-1.770,0.854,-2.991
0.123,-0.146,1.017,-0.061,2.686,-3.052
0.124,-0.144,1.017,1.526,3.662,-2.319
0.134,-0.145,1.025,2.747,2.869,-1.587
0.139,-0.152,1.026,3.113,0.610,-1.709
0.135,-0.162,1.018,3.540,-1.770,-2.441
0.126,-0.166,1.001,3.662,-2.747,-3.113
0.123,-0.163,0.997,3.479,-2.869,-3.235
0.121,-0.163,1.001,2.502,-2.625,-3.052
0.117,-0.168,1.006,1.343,-2.136,-2.441
0.114,-0.172,1.010,0.488,-1.526,-1.770
0.112,-0.174,1.008,-0.671,-0.916,-1.160
0.115,-0.167,1.004,-1.282,-0.061,-1.099
0.118,-0.155,1.007,-1.038,0.854,-1.587
0.120,-0.147,1.010,-0.061,1.160,-2.197
0.115,-0.154,1.016,0.854,1.465,-2.686
0.108,-0.165,1.017,1.160,1.953,-2.686
0.104,-0.167,1.007,1.038,3.052,-2.441
0.108,-0.163,1.008,0.549,4.333,-2.014
0.112,-0.159,1.017,0.427,4.395,-1.526
0.115,-0.159,1.023,1.343,3.296,-1.343
0.116,-0.159,1.023,2.197,1.831,-0.916
0.117,-0.162,1.017,2.563,0.366,-0.366
0.118,-0.162,1.011,2.319,-0.183,0.061
0.124,-0.162,1.011,2.563,0.122,0.366
