aX,aY,aZ,gX,gY,gZ
0.473,-0.421,0.107,83.252,177.673,9.155
0.507,-0.417,0.078,79.773,179.687,9.888
0.516,-0.427,0.034,78.735,179.504,9.705
0.528,-0.420,0.006,77.637,176.758,9.949
0.562,-0.413,-0.027,76.111,172.424,9.949
0.571,-0.394,-0.052,79.468,166.443,8.362
0.582,-0.362,-0.079,83.557,159.119,6.287
0.588,-0.344,-0.136,84.778,148.987,5.737
0.586,-0.362,-0.205,84.229,138.367,6.287
0.570,-0.392,-0.258,81.665,130.676,7.751
0.570,-0.400,-0.300,78.430,125.488,8.789
0.560,-0.421,-0.355,75.745,121.643,9.338
0.558,-0.437,-0.399,73.181,118.896,10.681
0.567,-0.443,-0.433,70.801,116.516,11.536
0.578,-0.444,-0.451,69.153,112.671,11.047
0.609,-0.413,-0.449,64.758,107.117,10.498
0.630,-0.414,-0.472,60.486,99.976,9.033
0.625,-0.443,-0.496,56.763,93.445,7.874
0.626,-0.451,-0.507,52.063,87.952,6.836
0.638,-0.463,-0.531,49.561,82.947,6.897
0.656,-0.474,-0.563,50.476,76.843,7.690
0.684,-0.475,-0.626,49.072,68.726,7.812
0.694,-0.446,-0.739,43.518,59.265,7.446
0.696,-0.445,-0.772,29.236,52.246,8.423
0.728,-0.447,-0.722,8.911,49.316,10.620
0.756,-0.458,-0.617,-2.136,49.194,12.512
0.807,-0.523,-0.504,0.427,45.410,12.207
0.814,-0.539,-0.485,9.094,35.339,7.874
0.800,-0.492,-0.490,13.855,24.841,2.197
0.803,-0.439,-0.535,13.123,14.099,1.282
0.828,-0.419,-0.565,10.071,7.080,4.822
0.873,-0.439,-0.566,10.071,3.784,8.484
0.906,-0.454,-0.539,11.108,-0.244,8.789
0.911,-0.457,-0.508,11.536,-5.981,5.737
0.902,-0.450,-0.473,10.193,-11.780,2.014
0.876,-0.467,-0.432,6.775,-15.137,-0.549
0.859,-0.492,-0.398,2.197,-14.526,-1.221
0.854,-0.520,-0.360,-1.526,-10.254,-1.221
0.851,-0.531,-0.322,-4.333,-4.883,-2.502
0.860,-0.518,-0.278,-6.714,-0.549,-3.540
0.861,-0.504,-0.248,-7.446,2.197,-4.272
0.860,-0.504,-0.229,-5.981,2.258,-4.639
0.861,-0.515,-0.219,-4.211,0.061,-4.822
0.852,-0.524,-0.212,-1.953,-2.991,-5.005
0.845,-0.527,-0.209,-0.061,-5.310,-5.188
0.825,-0.541,-0.220,2.136,-6.836,-5.066
0.801,-0.558,-0.237,3.784,-6.409,-5.127
0.778,-0.564,-0.245,3.418,-4.761,-5.127
0.764,-0.554,-0.249,2.197,-2.441,-4.578
0.763,-0.538,-0.244,1.282,1.160,-3.540
0.796,-0.507,-0.233,-0.305,4.639,-3.296
0.815,-0.500,-0.236,-0.977,6.348,-3.540
0.823,-0.500,-0.249,-1.404,6.897,-4.639
0.832,-0.499,-0.262,-2.136,6.775,-5.798
0.829,-0.517,-0.285,-1.831,6.226,-6.348
0.823,-0.537,-0.302,-0.732,4.883,-6.653
0.808,-0.552,-0.308,-0.061,3.235,-7.141
0.801,-0.551,-0.305,0.061,1.526,-6.775
0.794,-0.549,-0.302,0.183,-0.122,-5.981
0.797,-0.541,-0.295,-0.122,-1.770,-5.249
0.802,-0.532,-0.300,-0.244,-3.052,-4.700
0.810,-0.521,-0.305,-0.183,-4.395,-4.944

0.027,0.239,0.979,-44.861,4.700,22.278
0.128,0.170,0.972,-33.691,11.658,18.127
0.084,0.161,1.026,-33.569,9.155,15.869
0.036,0.213,1.044,-31.616,5.310,10.437
0.029,0.213,1.081,-23.926,9.033,9.521
0.025,0.252,1.129,-17.151,13.611,11.169
0.052,0.299,1.175,-6.531,20.142,10.986
0.073,0.326,1.157,6.775,28.625,7.324
0.107,0.351,1.134,19.348,37.781,0.427
0.118,0.355,1.073,30.823,46.814,-8.362
0.126,0.333,1.029,37.048,54.016,-19.287
0.121,0.290,0.999,41.504,59.692,-29.663
0.090,0.216,1.018,45.593,63.782,-38.391
0.034,0.106,1.044,51.086,65.674,-45.288
0.016,-0.024,1.036,56.519,65.857,-48.279
-0.067,0.060,1.209,53.467,61.340,-46.204
-0.011,0.149,1.347,57.190,62.012,-42.297
0.062,0.213,1.494,60.364,67.078,-37.415
0.117,0.267,1.583,61.218,71.899,-36.682
0.145,0.303,1.640,63.171,78.979,-40.649
0.135,0.340,1.684,65.247,87.036,-46.631
0.128,0.327,1.673,69.519,94.177,-49.988
0.128,0.318,1.647,74.036,101.379,-49.683
0.136,0.303,1.613,79.224,110.291,-48.035
0.154,0.252,1.571,86.182,119.141,-45.227
0.167,0.196,1.536,94.482,127.319,-42.847
0.164,0.144,1.492,104.919,135.193,-43.945
0.139,0.098,1.436,116.455,141.174,-46.936
0.105,0.055,1.358,126.648,143.921,-47.119
0.095,0.026,1.305,132.690,142.395,-42.236
0.124,0.026,1.266,134.888,139.709,-34.119
0.150,0.019,1.234,136.169,137.634,-26.062
0.219,0.040,1.240,135.925,137.146,-20.813
0.275,0.005,1.171,137.756,138.489,-19.714
0.284,-0.055,1.090,139.587,138.611,-20.752
0.284,-0.116,1.016,138.672,138.123,-22.949
0.274,-0.182,0.981,134.338,136.536,-24.170
0.283,-0.198,0.983,126.221,135.742,-22.522
0.311,-0.183,1.005,120.422,137.207,-20.447
0.336,-0.186,0.989,119.812,140.259,-20.752
0.368,-0.188,0.935,119.812,142.395,-21.301
0.382,-0.197,0.877,117.432,145.020,-22.583
0.368,-0.228,0.835,115.967,147.095,-23.254
0.387,-0.212,0.821,113.098,150.696,-23.071
0.401,-0.236,0.744,110.901,155.457,-23.926
0.397,-0.262,0.676,108.765,158.569,-22.522
0.409,-0.278,0.619,104.065,161.072,-19.897
0.420,-0.286,0.586,100.281,161.316,-16.418
0.445,-0.317,0.518,97.778,158.203,-12.390
0.476,-0.322,0.482,95.459,152.527,-7.629
0.512,-0.299,0.476,95.886,146.240,-5.066
0.542,-0.282,0.462,102.112,138.977,-4.883
0.551,-0.277,0.434,110.718,130.737,-5.798
0.564,-0.271,0.386,116.821,123.657,-8.301
0.565,-0.326,0.258,120.728,118.530,-11.414
0.516,-0.394,0.174,119.324,116.394,-13.245
0.472,-0.464,0.113,112.488,116.516,-11.841
0.444,-0.499,0.093,101.257,118.530,-6.775
0.476,-0.498,0.101,89.172,124.023,-0.122
0.504,-0.479,0.107,79.285,130.737,6.470
0.544,-0.462,0.123,73.547,135.803,11.475
0.596,-0.410,0.151,70.068,137.878,14.648
0.633,-0.378,0.122,69.885,136.108,15.686
0.652,-0.369,0.084,70.618,132.446,16.418
0.670,-0.379,-0.001,69.824,128.418,16.968
0.670,-0.399,-0.073,68.298,123.901,17.334
0.676,-0.421,-0.116,64.819,121.399,17.517
0.681,-0.446,-0.157,60.730,118.408,18.372
0.708,-0.445,-0.172,54.016,115.417,20.264
0.848,-0.595,-0.195,48.035,113.464,20.691
0.805,-0.510,-0.112,55.054,113.770,7.324
0.768,-0.382,-0.125,67.078,112.366,-11.292
0.764,-0.326,-0.172,64.941,104.492,-16.418
0.713,-0.370,-0.230,59.875,95.032,-12.939
0.701,-0.446,-0.270,50.354,87.097,-6.958
0.692,-0.482,-0.296,37.598,83.313,-3.357
0.693,-0.472,-0.302,27.100,84.717,-1.709
0.708,-0.445,-0.284,19.287,89.294,-1.099
0.735,-0.440,-0.262,12.817,89.966,-0.916
0.788,-0.417,-0.290,4.150,83.984,-1.038
0.816,-0.428,-0.352,4.639,74.036,-0.305
0.826,-0.485,-0.373,19.043,67.139,-0.488
0.807,-0.497,-0.382,31.921,65.308,-3.418
0.771,-0.479,-0.459,38.818,66.162,-6.653
0.749,-0.485,-0.517,40.771,68.176,-9.094
0.744,-0.476,-0.486,28.503,68.298,-7.019
0.745,-0.495,-0.469,12.329,64.514,-2.197
0.771,-0.506,-0.444,4.700,61.829,0.366
0.803,-0.507,-0.432,4.333,60.242,0.549
0.818,-0.497,-0.401,5.432,57.495,-1.099
0.838,-0.562,-0.361,5.005,51.941,-2.197
0.806,-0.440,-0.463,-1.648,43.152,-2.197
0.853,-0.497,-0.430,10.925,40.833,-3.601
0.857,-0.556,-0.338,14.526,36.316,-2.869
0.847,-0.574,-0.291,2.014,24.902,-1.221
0.808,-0.483,-0.354,-3.174,12.268,-1.526
0.874,-0.553,-0.279,24.414,11.841,-5.615
0.819,-0.534,-0.301,24.048,8.667,-4.883
0.787,-0.522,-0.335,13.245,5.920,-1.465
0.809,-0.558,-0.315,12.878,8.545,2.808
0.829,-0.545,-0.321,9.277,9.766,6.531
0.849,-0.528,-0.327,5.615,8.484,8.972
0.869,-0.528,-0.305,5.920,7.812,9.155
0.877,-0.486,-0.304,6.714,6.042,8.362
0.893,-0.464,-0.309,9.705,3.540,5.981
0.897,-0.452,-0.323,10.193,1.465,3.906
0.883,-0.460,-0.339,9.033,0.061,1.587
0.872,-0.491,-0.331,7.202,-0.183,-0.122
0.853,-0.500,-0.337,4.395,0.610,-1.648
0.833,-0.520,-0.336,3.662,2.258,-3.052
0.813,-0.530,-0.331,0.793,3.784,-2.930
0.815,-0.529,-0.324,-1.587,4.517,-1.953
0.827,-0.516,-0.316,-2.991,3.723,-1.282
0.829,-0.507,-0.305,-4.639,1.587,-1.221
0.820,-0.511,-0.297,-5.371,-0.732,-1.648
0.821,-0.505,-0.280,-5.920,-2.136,-2.441
0.819,-0.502,-0.265,-5.432,-3.113,-2.869
0.818,-0.510,-0.257,-4.028,-4.700,-3.174
0.810,-0.518,-0.255,-3.296,-7.690,-3.235

0.028,0.313,1.054,-27.588,10.864,-7.812
0.219,0.173,1.074,-23.926,11.108,-4.333
0.138,0.195,1.063,-22.339,6.104,-1.404
0.148,0.259,1.126,-11.719,4.395,-1.160
0.152,0.270,1.197,-0.122,7.568,1.648
0.194,0.315,1.234,14.038,16.418,2.441
0.221,0.381,1.204,28.137,33.325,-1.587
0.241,0.399,1.087,42.419,51.086,-8.484
0.241,0.373,0.957,44.434,58.899,-17.700
0.239,0.327,0.900,43.152,57.007,-22.400
0.243,0.267,0.882,43.884,44.189,-22.095
0.261,0.217,0.873,49.500,26.611,-18.921
0.249,0.224,0.932,56.396,12.085,-17.029
0.214,0.217,1.012,63.232,3.540,-17.822
0.185,0.207,1.098,67.688,-1.526,-22.095
0.174,0.264,1.073,69.214,-4.028,-27.710
0.198,0.276,1.147,81.543,-0.061,-33.264
0.166,0.236,1.201,84.595,-1.404,-38.513
0.097,0.211,1.294,86.426,-0.122,-43.762
0.061,0.233,1.444,92.102,5.127,-47.729
0.078,0.171,1.622,94.788,11.719,-49.500
0.191,0.285,1.724,90.820,22.339,-57.373
0.146,0.266,1.760,102.966,37.048,-61.096
0.109,0.215,1.805,119.019,50.842,-58.411
0.112,0.180,1.846,127.014,60.852,-57.922
0.062,0.189,1.849,134.460,66.772,-57.434
0.024,0.148,1.763,142.090,73.792,-49.988
0.042,0.141,1.768,147.766,89.600,-40.039
0.067,0.142,1.729,149.475,104.248,-31.006
0.077,0.123,1.656,153.992,118.652,-24.048
0.102,0.063,1.542,160.278,133.118,-20.142
0.112,-0.005,1.424,165.771,145.447,-18.066
0.115,-0.054,1.319,167.480,153.137,-17.395
0.131,-0.089,1.233,164.734,157.776,-17.578
0.157,-0.118,1.185,160.706,160.400,-16.418
0.192,-0.132,1.125,156.677,163.757,-14.709
0.218,-0.152,1.063,153.625,166.138,-13.367
0.236,-0.159,1.036,148.560,165.710,-12.024
0.288,-0.146,1.032,141.785,166.077,-10.986
0.323,-0.181,0.975,139.771,167.297,-11.047
0.314,-0.235,0.885,140.198,167.358,-11.536
0.316,-0.258,0.806,137.817,168.884,-12.024
0.330,-0.270,0.738,135.010,172.058,-12.268
0.339,-0.284,0.659,132.263,174.377,-10.620
0.359,-0.287,0.592,127.808,175.171,-7.507
0.375,-0.281,0.558,122.009,174.744,-4.700
0.380,-0.286,0.531,116.150,174.744,-3.357
0.379,-0.309,0.483,109.924,176.453,-1.709
0.373,-0.335,0.418,103.088,180.237,1.587
0.384,-0.323,0.383,95.215,186.279,5.127
0.418,-0.314,0.347,88.196,193.604,7.446
0.442,-0.337,0.289,84.229,198.792,8.789
0.456,-0.352,0.237,82.336,200.745,8.850
0.471,-0.356,0.196,81.543,198.914,7.629
0.474,-0.360,0.149,82.031,192.810,7.141
0.484,-0.357,0.106,82.336,184.143,7.629
0.500,-0.358,0.071,82.520,173.828,8.972
0.513,-0.367,0.031,83.008,163.086,10.376
0.514,-0.384,-0.026,83.435,154.175,12.146
0.515,-0.390,-0.074,82.458,149.475,14.465
0.517,-0.386,-0.102,80.811,148.621,17.334
0.562,-0.363,-0.123,77.637,150.269,19.470
0.579,-0.378,-0.169,75.623,151.733,20.508
0.591,-0.388,-0.201,73.547,151.733,20.569
0.665,-0.429,-0.220,70.007,151.062,18.799
0.705,-0.452,-0.199,72.205,150.574,9.277
0.622,-0.304,-0.200,83.618,149.902,-7.507
0.626,-0.328,-0.292,82.886,139.465,-9.338
0.615,-0.338,-0.370,75.500,126.587,-4.517
0.618,-0.380,-0.401,67.444,116.272,0.732
0.640,-0.422,-0.415,58.167,109.314,6.287
0.659,-0.437,-0.439,53.955,106.140,9.094
0.658,-0.437,-0.454,53.162,106.323,8.972
0.674,-0.400,-0.437,49.927,106.750,8.606
0.708,-0.375,-0.439,45.044,104.492,8.301
0.726,-0.393,-0.475,41.626,98.450,7.996
0.747,-0.403,-0.488,38.208,91.553,5.554
0.756,-0.424,-0.506,37.476,83.801,1.221
0.741,-0.447,-0.535,39.856,75.317,-3.357
0.711,-0.480,-0.567,40.710,68.420,-7.690
0.675,-0.490,-0.568,34.912,61.096,-8.728
0.660,-0.470,-0.572,24.841,54.260,-5.981
0.693,-0.488,-0.535,25.818,52.490,-3.967
0.693,-0.487,-0.537,23.682,50.659,-1.770
0.728,-0.478,-0.519,19.714,47.424,-1.038
0.747,-0.469,-0.525,21.362,43.518,-1.404
0.762,-0.471,-0.518,23.071,38.147,-2.136
0.771,-0.462,-0.527,18.921,31.250,-2.136
0.792,-0.459,-0.545,19.897,24.536,-2.869
0.805,-0.454,-0.547,22.888,17.517,-5.066
0.794,-0.467,-0.549,21.057,9.949,-6.836
0.775,-0.483,-0.542,17.639,3.357,-8.179
0.750,-0.498,-0.517,15.503,-0.183,-9.460
0.735,-0.507,-0.495,11.230,-0.122,-9.460
0.729,-0.525,-0.465,5.127,3.113,-8.362
0.737,-0.529,-0.443,0.488,8.118,-6.287
0.756,-0.527,-0.429,-1.709,12.817,-4.578
0.792,-0.523,-0.419,-1.282,14.526,-3.479
0.826,-0.506,-0.411,-1.587,12.207,-2.625
0.851,-0.488,-0.417,-0.061,6.165,-2.136
0.871,-0.490,-0.420,4.944,-1.892,-3.052
0.855,-0.491,-0.436,7.141,-9.583,-3.906
0.833,-0.507,-0.432,8.118,-14.832,-6.042
0.799,-0.523,-0.431,7.935,-16.357,-7.507
0.798,-0.531,-0.412,6.165,-14.343,-7.751
0.791,-0.542,-0.408,3.418,-11.108,-8.179
0.779,-0.545,-0.383,0.366,-7.141,-9.766
0.779,-0.525,-0.354,-2.869,-1.953,-10.254
0.793,-0.515,-0.346,-4.333,3.906,-9.888
0.820,-0.517,-0.354,-4.822,8.850,-8.850
0.832,-0.527,-0.379,-3.479,10.010,-8.667
0.827,-0.536,-0.408,-1.709,7.751,-9.277
0.817,-0.542,-0.436,0.488,2.869,-8.972
0.793,-0.553,-0.448,2.747,-3.601,-7.751
0.770,-0.556,-0.447,4.272,-10.010,-5.920
0.756,-0.537,-0.436,4.761,-15.198,-4.028
0.759,-0.506,-0.422,3.296,-17.639,-3.235
0.764,-0.485,-0.408,0.671,-16.602,-3.235
0.768,-0.478,-0.400,-2.625,-12.146,-4.150

-0.053,0.121,0.995,-50.171,-10.132,20.264
0.028,0.044,1.059,-30.151,-3.662,18.799
-0.009,0.134,1.135,-23.865,-3.113,17.273
-0.049,0.176,1.117,-22.766,-11.292,11.353
-0.025,0.186,1.193,-7.996,-7.568,5.493
-0.044,0.174,1.177,8.240,-1.526,-0.488
-0.055,0.141,1.086,19.897,5.615,-5.432
-0.066,0.161,0.987,17.822,12.268,-8.484
-0.063,0.161,0.976,12.329,17.700,-7.019
-0.032,0.143,1.050,14.465,21.057,-5.371
-0.033,0.163,1.156,25.757,22.339,-8.789
-0.042,0.189,1.264,45.410,27.283,-17.151
-0.061,0.168,1.264,67.505,39.063,-27.161
-0.088,0.145,1.218,84.717,55.908,-35.645
-0.106,0.130,1.247,97.046,70.496,-40.833
-0.095,0.126,1.357,102.722,81.543,-42.969
-0.086,0.086,1.401,107.239,92.041,-42.664
-0.068,0.144,1.460,104.797,95.032,-41.748
-0.029,0.174,1.461,103.943,94.299,-41.260
0.034,0.128,1.554,119.812,104.553,-37.354
0.003,0.090,1.573,124.512,107.483,-35.339
-0.029,0.076,1.538,124.023,104.736,-34.912
-0.059,0.081,1.503,118.042,104.858,-31.006
-0.069,0.082,1.470,109.375,110.046,-23.560
-0.041,0.062,1.452,102.600,117.859,-13.550
-0.021,0.032,1.422,99.365,126.892,-5.310
0.005,-0.009,1.402,100.403,137.634,-1.892
0.030,-0.011,1.415,105.469,148.010,-1.099
0.042,-0.039,1.323,113.220,154.236,-1.648
0.052,-0.045,1.243,118.408,158.508,-0.366
0.076,-0.074,1.232,122.681,164.612,2.747
0.102,-0.119,1.173,124.756,164.185,6.653
0.130,-0.158,1.100,125.549,160.828,10.254
0.167,-0.172,1.059,124.512,157.959,13.306
0.222,-0.175,1.069,122.742,157.959,13.733
0.269,-0.209,1.042,123.047,158.447,10.864
0.299,-0.232,1.015,124.451,157.166,6.897
0.348,-0.231,1.004,124.756,154.114,1.953
0.384,-0.252,0.958,124.451,151.123,-3.601
0.393,-0.286,0.880,123.291,147.644,-7.996
0.404,-0.294,0.831,120.667,142.761,-10.681
0.425,-0.292,0.786,117.249,136.536,-11.230
0.428,-0.330,0.738,114.807,130.737,-10.559
0.421,-0.359,0.700,111.877,126.221,-8.911
0.424,-0.347,0.712,109.009,121.765,-6.409
0.480,-0.291,0.761,106.750,117.676,-4.272
0.501,-0.306,0.741,109.314,114.563,-3.845
0.494,-0.350,0.706,114.685,111.450,-3.418
0.482,-0.368,0.671,116.943,109.863,-3.601
0.478,-0.375,0.641,119.263,110.535,-4.761
0.463,-0.395,0.587,121.582,113.525,-5.310
0.436,-0.424,0.540,121.216,119.019,-4.883
0.427,-0.437,0.523,118.896,126.099,-2.380
0.438,-0.432,0.509,115.906,133.728,1.526
0.454,-0.430,0.477,112.244,139.954,5.371
0.477,-0.420,0.442,108.154,145.325,9.155
0.486,-0.426,0.373,104.553,150.574,11.230
0.479,-0.430,0.309,100.586,155.029,12.634
0.478,-0.449,0.234,95.703,160.767,14.709
0.470,-0.483,0.170,92.773,166.809,18.494
0.486,-0.492,0.141,90.393,171.204,22.766
0.522,-0.483,0.108,88.013,172.302,26.550
0.551,-0.479,0.045,87.219,169.617,29.236
0.577,-0.475,-0.023,85.022,164.368,30.701
0.596,-0.469,-0.080,80.200,158.020,30.701
0.602,-0.459,-0.124,73.242,152.039,29.785
0.600,-0.466,-0.159,67.383,147.583,29.297
0.604,-0.467,-0.172,62.683,143.433,29.175
0.644,-0.516,-0.165,58.105,139.648,28.015
0.653,-0.436,-0.161,60.425,136.536,22.705
0.678,-0.374,-0.161,62.988,129.761,19.531
0.709,-0.359,-0.182,62.927,116.760,22.095
0.740,-0.386,-0.208,62.805,99.487,25.269
0.751,-0.423,-0.230,62.744,81.909,24.841
0.734,-0.454,-0.267,63.660,65.552,21.362
0.701,-0.462,-0.323,64.514,54.565,17.273
0.679,-0.451,-0.363,65.063,51.453,14.587
0.672,-0.436,-0.392,63.477,53.772,12.817
0.672,-0.437,-0.427,58.899,59.021,13.062
0.671,-0.441,-0.456,52.185,65.918,13.794
0.680,-0.452,-0.478,46.143,72.144,13.611
0.693,-0.453,-0.496,38.940,76.904,13.000
0.698,-0.447,-0.524,32.227,78.979,12.451
0.730,-0.467,-0.533,29.236,79.651,11.719
0.759,-0.464,-0.558,23.315,77.820,11.719
0.787,-0.467,-0.567,17.578,72.571,10.437
0.812,-0.515,-0.549,14.954,67.139,8.423
0.803,-0.493,-0.532,12.146,63.049,4.333
0.805,-0.462,-0.504,8.850,58.472,2.319
0.810,-0.479,-0.495,9.949,54.932,3.235
0.814,-0.502,-0.481,10.376,51.575,4.089
0.804,-0.513,-0.482,6.470,46.814,5.493
0.806,-0.513,-0.481,3.906,42.725,6.470
0.805,-0.519,-0.488,5.981,39.551,7.263
0.815,-0.510,-0.494,7.385,36.255,7.446
0.830,-0.489,-0.499,6.592,31.555,7.507
0.837,-0.472,-0.506,6.042,25.635,7.141
0.849,-0.464,-0.516,6.348,19.531,6.531
0.875,-0.460,-0.525,6.042,12.817,5.310
0.892,-0.451,-0.525,2.869,6.287,3.357
0.890,-0.459,-0.513,-0.732,1.099,0.793
0.884,-0.472,-0.477,-3.418,-1.587,-2.197
0.858,-0.497,-0.436,-5.615,-1.770,-4.272
0.827,-0.520,-0.396,-7.629,0.122,-6.714
0.797,-0.543,-0.356,-9.766,3.052,-8.362
0.773,-0.556,-0.321,-12.878,6.958,-7.874
0.770,-0.553,-0.288,-15.442,11.414,-6.104
0.775,-0.553,-0.258,-15.381,15.503,-4.211
0.785,-0.561,-0.245,-11.658,17.334,-3.235
0.783,-0.561,-0.242,-8.118,15.625,-2.991
0.784,-0.556,-0.253,-4.150,10.803,-2.502
0.788,-0.545,-0.271,0.244,3.845,-1.648
0.797,-0.522,-0.281,3.662,-2.563,-0.549
0.809,-0.510,-0.287,5.432,-6.287,-0.122
0.805,-0.517,-0.303,7.141,-8.484,-0.183
0.792,-0.526,-0.319,7.751,-8.728,-1.404
0.772,-0.533,-0.338,7.141,-7.080,-2.808
0.747,-0.548,-0.363,6.104,-4.150,-3.174
0.729,-0.564,-0.386,5.005,-1.587,-2.930

0.002,0.113,0.941,-29.907,-3.357,9.949
0.039,0.104,0.940,-27.771,-0.183,12.451
0.050,0.078,1.046,-25.269,3.235,18.738
0.032,0.146,1.045,-29.663,-1.526,19.836
0.051,0.191,1.061,-21.179,-0.671,19.287
0.064,0.208,1.050,-12.695,0.732,19.714
0.085,0.223,1.068,-6.104,1.587,17.578
0.079,0.221,1.103,1.465,4.211,13.977
0.059,0.244,1.151,12.146,10.254,9.521
0.054,0.241,1.141,22.705,18.738,4.883
0.033,0.211,1.075,30.090,28.076,0.366
0.016,0.175,1.006,34.363,37.964,-2.991
0.013,0.149,0.976,36.133,46.448,-4.700
0.027,0.117,0.981,36.926,51.453,-5.676
0.048,0.097,1.008,37.415,52.612,-6.348
0.084,0.126,1.085,37.903,51.758,-7.935
0.120,0.138,1.166,41.687,50.598,-12.146
0.160,0.086,1.169,48.706,50.049,-18.433
0.025,0.172,1.358,49.438,47.913,-25.146
0.063,0.188,1.493,63.354,54.932,-31.433
0.070,0.198,1.621,75.439,64.148,-33.630
0.054,0.226,1.719,82.031,68.848,-34.302
0.012,0.227,1.752,90.210,72.693,-34.119
0.028,0.223,1.676,94.666,75.745,-29.968
0.074,0.222,1.610,90.637,81.482,-23.682
0.123,0.199,1.562,84.595,90.454,-17.761
0.134,0.167,1.572,86.792,102.539,-16.785
0.136,0.154,1.497,95.642,111.328,-18.921
0.170,0.118,1.463,106.018,120.178,-20.203
0.174,0.086,1.490,120.361,129.333,-23.315
0.163,0.060,1.453,126.160,130.188,-25.635
0.119,0.001,1.348,124.512,127.014,-25.879
0.083,-0.036,1.284,121.033,127.014,-23.926
0.076,-0.035,1.270,120.239,133.362,-20.935
0.103,-0.027,1.267,124.146,142.334,-17.639
0.158,-0.019,1.263,129.700,149.963,-15.564
0.217,-0.041,1.208,138.794,154.358,-15.991
0.247,-0.083,1.143,145.935,153.992,-17.639
0.277,-0.111,1.099,144.226,150.757,-18.860
0.292,-0.153,1.026,139.160,147.522,-19.470
0.291,-0.205,0.948,134.155,146.118,-18.738
0.297,-0.249,0.924,128.784,147.888,-16.174
0.354,-0.259,0.938,125.122,152.283,-14.282
0.408,-0.256,0.971,127.136,157.654,-17.944
0.386,-0.205,0.953,136.230,161.621,-26.978
0.395,-0.186,0.915,140.625,158.203,-30.273
0.388,-0.203,0.873,138.306,150.391,-28.198
0.378,-0.245,0.828,135.376,145.386,-24.719
0.373,-0.315,0.719,131.897,145.264,-20.508
0.351,-0.366,0.604,127.075,146.912,-15.259
0.350,-0.395,0.529,119.934,151.489,-9.460
0.366,-0.390,0.511,115.234,159.790,-3.601
0.405,-0.381,0.493,112.366,167.114,1.953
0.433,-0.376,0.468,109.619,169.189,7.385
0.454,-0.369,0.458,104.980,166.931,11.780
0.492,-0.347,0.447,99.670,163.879,13.916
0.496,-0.363,0.379,96.802,161.133,13.306
0.472,-0.398,0.299,96.008,159.973,13.123
0.457,-0.408,0.245,92.773,162.964,13.123
0.465,-0.412,0.189,89.722,168.762,13.611
0.466,-0.443,0.120,89.111,173.950,15.259
0.478,-0.469,0.067,87.402,176.392,18.555
0.497,-0.463,0.027,84.045,174.377,22.461
0.527,-0.437,0.004,81.055,167.664,25.696
0.558,-0.401,-0.019,76.904,160.095,28.320
0.570,-0.385,-0.059,74.158,153.198,29.602
0.595,-0.373,-0.103,72.815,148.315,29.785
0.620,-0.357,-0.148,73.181,144.409,28.748
0.663,-0.387,-0.201,75.378,140.747,25.085
0.640,-0.391,-0.225,79.163,137.878,18.494
0.607,-0.386,-0.259,82.947,134.460,12.634
0.593,-0.395,-0.302,83.374,129.822,11.902
0.587,-0.396,-0.334,81.848,125.061,13.916
0.598,-0.387,-0.365,76.294,120.728,17.212
0.614,-0.375,-0.404,67.505,116.577,21.179
0.631,-0.374,-0.454,60.364,112.061,24.780
0.666,-0.358,-0.486,53.101,107.361,27.222
0.695,-0.339,-0.500,44.312,102.661,27.771
0.723,-0.316,-0.499,35.767,98.755,27.466
0.763,-0.300,-0.499,28.076,96.375,25.879
0.780,-0.303,-0.634,25.452,93.079,23.560
0.795,-0.347,-0.668,17.517,88.562,20.325
0.789,-0.391,-0.604,-3.723,81.726,19.104
0.798,-0.366,-0.610,-27.466,71.411,20.386
0.814,-0.447,-0.467,-32.043,60.425,20.630
0.817,-0.483,-0.410,-16.418,54.626,13.306
0.806,-0.442,-0.441,8.728,46.997,-0.671
0.823,-0.501,-0.409,43.823,47.546,-9.094
0.791,-0.461,-0.451,45.837,41.870,-9.521
0.753,-0.420,-0.499,38.452,34.180,-6.226
0.784,-0.446,-0.465,34.485,32.043,-2.075
0.771,-0.474,-0.449,25.635,30.457,2.991
0.766,-0.491,-0.449,18.921,30.945,5.981
0.781,-0.488,-0.443,17.456,34.241,6.531
0.788,-0.459,-0.464,17.395,36.194,6.775
0.807,-0.442,-0.477,16.541,36.499,7.202
0.833,-0.433,-0.481,11.719,36.438,7.935
0.849,-0.427,-0.479,8.545,36.194,7.690
0.857,-0.430,-0.475,9.460,35.706,6.592
0.868,-0.439,-0.475,10.132,33.630,4.639
0.867,-0.446,-0.489,9.705,28.748,2.441
0.849,-0.439,-0.494,10.620,21.912,0.488
0.842,-0.427,-0.493,11.597,14.832,-1.038
0.838,-0.425,-0.497,10.864,8.606,-1.709
0.841,-0.415,-0.489,7.385,4.517,-1.404
0.837,-0.427,-0.474,5.737,2.197,-1.404
0.824,-0.435,-0.460,4.944,1.587,-2.014
0.816,-0.452,-0.444,3.723,1.953,-2.808
0.811,-0.463,-0.427,1.587,2.991,-2.808
0.801,-0.463,-0.417,-0.854,4.028,-2.502
0.822,-0.449,-0.397,-2.014,5.127,-2.136
0.846,-0.439,-0.378,-1.160,5.066,-2.197
0.851,-0.440,-0.369,0.122,3.601,-3.113
0.833,-0.448,-0.363,1.343,1.648,-4.028
